time_index,V1,V2
0,-0.003279929339849415,-0.08876996714943179
1,-0.0723174858934987,0.49849354034497045
2,-1.5298620465151234,0.2743419364835341
3,0.2450361286714666,-0.16749234227172288
4,0.11612038294498926,0.4989707930021836
5,-0.35992012199675477,0.29387208544091886
6,0.4802511347200247,-0.2892479220902785
7,-0.06095560761844385,0.4995461908737052
8,1.828531607255944,0.26208299193730217
9,-0.18003853607092787,-0.20398799029594555
10,0.016083613985032417,0.5079015698503625
11,0.18784548247652819,0.19278770174580867
12,-0.020597415971969905,0.36059247443836995
13,0.0024889971323023394,-0.17131996393512605
14,-0.00023061996991034748,0.5066991483757557
15,-0.0003478558042256944,0.09284986568108722
16,0.025549590292756594,0.39715077533131377
17,0.05045292824152545,0.49050903809328433
18,-0.001102411086816306,0.04768144629628812
19,0.5956452689554399,0.33554854259289324
20,-0.31534333503083656,0.18370731273834123
21,0.024842066543610687,0.3381150419419262
22,0.05333880867498876,0.32321328286371426
23,-0.16870467549508744,0.34948480149412475
24,0.40155071689081323,0.31009172411955876
25,-0.008121991114369856,0.2967755177219239
26,0.0003034780622601723,0.32451160748809815
27,0.015210907210803612,0.32246345671583315
28,-0.02186521978036651,0.3276179826998792
29,-0.32298503131586204,0.35463114320513595
30,0.09864840429069871,0.25809927507197583
31,0.07299363866270922,0.9931818895130166
32,-0.007907260230072067,0.07442441757704832
33,0.0008717561850437405,0.329010878511641
34,-0.9625746614432356,0.3095364385378083
35,0.0481559325620828,0.14250622691629924
36,-0.015402992151072312,0.15503155403232244
37,0.002976746541425754,0.38883878219124757
38,0.26536585686553915,0.3088132116803406
39,-0.043322034260861134,0.3291421257860154
40,-0.0427010255764802,0.324876353470065
41,0.09197868288721611,0.3141634419657269
42,-0.01035630409453344,0.3693721224790645
43,-0.2552118693555048,0.3209607309207906
44,0.2090778741790001,1.3157723640437098
45,-0.0861311433751323,-0.37702544604172955
46,-0.008193064888050343,0.4751853502699256
47,-0.10949244892123859,0.2721343653131499
48,0.016703911024990997,-0.39177020920454186
49,0.12192928418811902,0.5726120747292687
50,-0.018753488232809645,0.21933565004057404
51,0.00829725894441902,0.4071004286734541
52,-0.011394303326089374,0.5439237967138177
53,1.2769839143897903,0.24719091312235153
54,0.19842841412230383,0.04405200768975142
55,-0.04301616335017577,0.41985645271711197
56,0.01949652367017304,-1.3622334434758399
57,0.0808599117958252,0.8155182761857138
58,-0.0011790075967902502,0.2616312635329079
59,-0.04344888342178129,0.38272187679525294
60,0.004367901344190621,0.28234520960105036
61,0.03791179861650256,0.3301120639270189
62,0.00457298754136405,-0.024106223894633627
63,-0.0634079815576455,0.4536602620743501
64,0.015926236366067992,0.27866857210272133
65,-0.10621704017061973,0.32150657644188857
66,-0.9578010673739284,0.333073759755277
67,0.10624901309898031,0.2781290946510173
68,0.07433523303898328,0.3346705169430747
69,0.00042384666248154214,0.2469466919132761
70,0.31696894646388984,0.3550670814586295
71,0.5005057839824654,0.3951658663364045
72,-0.05082798158861099,-0.47570987260485
73,-0.021016163234370767,4.764015856208692
74,0.0023092540049349706,-1.2852140861392747
75,-0.3045121450722932,0.6673483157611524
76,0.033607746882607176,0.2025659317687754
77,-0.0037846488350068938,0.3710243683879727
78,0.000965635082549468,0.87349881060793
79,0.13105015688798466,0.12465444684704391
80,-0.9760348111316991,0.3957389213748081
81,0.15016858326385038,1.8684959589540922
82,-0.03237538718349452,0.08678363544431528
83,0.05348332752704334,0.39870635080305794
84,-0.005379906187224137,0.1760083157333393
85,-0.11041756971524055,0.347802146290426
86,0.07901233578094422,0.3456724156964501
87,-0.049173636246341385,0.20767262866347463
88,0.01972893931789429,0.3648525823997674
89,-0.022912193409922642,0.3078374070544193
90,-0.008357335767611905,0.49950475959702245
91,0.0010649902102024043,0.0573637066668764
92,0.6909312100732286,0.15929979023078283
93,-0.042818304933411606,0.16334325037365205
94,0.004725595012078879,0.3745617015974909
95,0.45926213823150075,0.30960648624729004
96,-0.050691144879568835,0.2862516667998634
97,0.002962321312788699,0.34027782609605606
98,-0.09106960452972387,0.32651514206100285
99,0.01051869820375886,1.7553981407300348
100,-0.0010025367247953056,-2.0835919092259196
101,-0.03164671524582071,1.8296469112523033
102,-0.6977040297185146,-0.22393980879393338
103,0.076739743943831,0.6483184944521243
104,-0.008318854337998364,-0.06301133899298447
105,-0.005244957700115047,0.45162762215342
106,-0.08605957063679759,0.24092415261332
107,-0.11397860147720065,-0.013516663380854388
108,0.0012117862916283875,0.4468194006278095
109,0.2530455224288748,0.42632125050838654
110,-0.02757555766750243,0.27674462453866594
111,-0.4321230305362673,0.4199129984189013
112,0.07432053692229716,0.2633699709755919
113,-0.017188828690903914,-0.43705453798609073
114,1.281601927960852,0.5863968819537152
115,-0.14454098485440947,-0.12061641341982177
116,0.015933451304635353,0.5391937978480025
117,-0.0010267165215386296,0.2511643070707224
118,0.002474339374742948,0.35392422790988176
119,-0.0002591738340245123,0.15887064093753248
120,4.2307641701495096e-05,0.4036332840634062
121,-0.001063488145771503,0.2975888232363142
122,-0.016817391073863458,0.42406925299805687
123,-0.003371295431526678,0.20859944506419947
124,-0.16578299642975658,0.770773250590116
125,0.0035650808398179357,0.11672371014694483
126,-0.029607404255959768,0.395926955340895
127,-0.004891661306331707,-0.13433691621089688
128,-0.00828667171903922,-0.06130615986487126
129,0.0006286124710154859,0.5568223946441686
130,0.00918974971132102,0.242490268308794
131,-0.003978010356604654,0.3853400826555724
132,0.0005139523020009182,0.3037027880438587
133,0.0019174052693405777,0.246110829385046
134,-0.0033221307825718124,0.1300879990316333
135,6.199307577675254e-05,0.5113145091139529
136,0.004481069357427126,0.45249822155068814
137,-0.4908585045843116,0.2804097441751915
138,0.0825743709509521,0.9537387080401667
139,-0.019655207377355342,-0.024245108453552724
140,-5.023134013974785,0.4975910687939103
141,0.5696745082544444,-0.12838652101462114
142,-0.23626594816973878,0.40543077361720453
143,0.09696974242974413,0.2775657023959675
144,-0.10619165280069964,0.22937875424578597
145,0.010787167065629238,0.3606997095667786
146,0.028371146108071194,0.32102519139073765
147,-0.05361468429194567,0.32825561901590145
148,-0.09271416547411314,0.324935200787489
149,0.01008527163376795,-0.023890471951039327
150,0.2561242971336855,0.453090139441354
151,0.10470283533173501,0.2657273983430492
152,0.2631847897543002,0.29981205092784935
153,-0.02335702417940523,0.5100472353798604
154,0.014219918850289044,0.2602917895427744
155,0.12104109908386744,0.4395785516583727
156,0.005017967824293411,0.28196534583654864
157,-0.05271321031223422,0.3444747475209013
158,0.053755478717803326,1.16100156698397
159,-0.017946466174319303,-0.03567037630697448
160,-0.053132842734835116,0.534986082497356
161,0.006131785040669494,0.250130612945497
162,-0.0007275102642258969,0.2122334367085283
163,0.06653771203902102,0.3773146994839372
164,-0.005184028299187612,0.30675035807180495
