,V1,V2
0,0.020813863080756934,-0.03822057069674397
1,0.002660244258804678,
2,-0.04962749980221456,-0.03611526192822389
3,0.009793375786120384,
4,-0.001932601975571774,0.007498218776284294
5,-0.5399083093508279,
6,0.21193573863325516,-0.4306286101553074
7,-0.020169019216230443,
8,-0.0204842602511911,-0.10764602593702344
9,0.0035374700280667937,
10,0.012203604378717202,-0.026020661376253473
11,-0.004193482645200731,
12,-0.0006029182210443002,0.23342290319885364
13,-0.306792616299024,
14,0.07759837287013241,0.04073570682589894
15,-0.015122968102076103,
16,0.005051789773575452,-0.12974277967292513
17,-0.3567194313989396,
18,0.5201783946128437,-0.28787382565857694
19,-0.10228317063170986,
20,0.014381971684003028,-0.13977963117007847
21,0.8325581337893353,
22,-0.1643044266943534,0.5307939557516371
23,-0.272867338065944,
24,0.04719277220092641,-0.0814453361791076
25,-1.2075630291544963,
26,0.3538606912640855,-0.19201452732379065
27,-0.07705382515210842,
28,-0.025737720440053687,-0.09880375135746601
29,0.1284336978375627,
30,-0.47543636640494413,1.396836675512989
31,0.10917143700391926,
32,-0.9013576876888924,0.39144649250080277
33,0.14883911420876533,
34,-0.2040009545491355,0.24422916816372295
35,0.35273575634257603,
36,0.48131479468042293,0.30740223854062837
37,-0.09855611874053108,
38,0.07887458251488433,-0.022922175762871574
39,-0.016147993730280873,
40,0.021517641122583957,-0.3497406042209165
41,-0.0469143314029656,
42,-0.4893076491268246,-0.11113661430715996
43,-0.48965825523745843,
44,0.10225156918060618,-0.5770323495216196
45,1.1152358032548944,
46,-0.2181225683766584,0.2886829242420673
47,0.028606154131432145,
48,0.6933538681151467,-0.012594193054352831
49,-0.13548853488235899,
50,0.026841354977072896,-0.027960371719610494
51,-0.003685477694046172,
52,0.0004953094339297697,-0.00882566749660351
53,-0.0030617715940866657,
54,-0.2948720157231753,-0.14931754846476714
55,0.07081156023597486,
56,-0.014058918882947694,0.02064311749140913
57,0.17260464922680988,
58,-0.03907832764844557,0.24248223890309237
59,-0.6851101063355953,
60,0.13509919185616615,-0.43863318855002276
61,0.4642387864638708,
62,-0.09724862740301123,0.41000323140002926
63,-0.05127207434921895,
64,-0.15992855554248497,0.2560537441807193
65,-0.08420813271819476,
66,0.01391220196822999,0.3475886003959964
67,-0.16704112163701829,
68,0.36887241472683285,-0.10936559132835506
69,-0.07505018673029067,
70,0.014938482197237354,0.07787169163652673
71,0.29455665421688193,
72,0.28161783839649673,-1.062098381455453
73,-0.05653653625313091,
74,0.014815372266456038,-0.6858484863607646
75,0.03678721515798679,
76,-0.00797679484400583,-0.27514013840314966
77,-0.560514362779211,
78,0.13867387163266848,-0.6614454609025817
79,0.04417062614962905,
80,-0.0015431904146044192,-0.13128363139913407
81,-0.07846780192124966,
82,0.014731384355068204,-0.0919347276847667
83,-0.02352545410657898,
84,0.0019502472591712535,-0.038368064211524985
85,0.21773971624064767,
