,V1,V2
0,-0.09042316722740726,0.06353081087328412
1,-0.027043760579901772,
2,-0.02538709704340842,0.070815196676469
3,-0.41483013129813423,
4,-0.304319044838877,0.4443569351493516
5,-0.18186773265867853,
6,-0.11783732209748303,0.42069099426476486
7,-0.22981514633920094,
8,-0.12985877191517436,0.502102202111682
9,-0.08682619171177619,
10,-0.05032771098750591,0.490176868828544
11,-0.0299559085617112,
12,-0.17482132325062658,0.43684866784342746
13,-0.11247310796472895,
14,-0.09749518667269017,0.6343080914442776
15,0.30507848571178664,
16,0.24166849834633397,0.7352674703858229
17,0.1614674816880774,
18,0.012891925818205252,0.688933829311097
19,0.008629166989599424,
20,0.006173886837872253,0.6070784776107062
21,-0.17256975476351025,
22,0.9837873767154308,1.2040648719854217
23,0.663394080394968,
24,0.9279145507255019,1.7238154460505002
25,0.482130441698348,
26,0.7597812953346266,1.645968793969418
27,0.25552477659560485,
28,0.14309681280663736,1.5604813955302965
29,0.11156416719870625,
30,0.07454659337526658,1.7001032271544636
31,-1.2614052470691333,
32,-0.9778766177751237,2.2287945238152806
33,-0.5945014931426449,
34,0.512961828138683,2.3443173055743034
35,0.41927369147162585,
36,0.2780078026096173,2.2968746594674627
37,0.2362689916232315,
38,0.008209947620528985,2.5657923053084737
39,0.018743871577761265,
40,-0.23212882875953184,2.252889838227536
41,-0.15508433245078995,
42,-0.10383445293670365,2.0607425846804523
43,-0.01776966605016693,
44,-0.014652656177938764,1.817929021229818
45,0.16387718812965577,
46,0.10872405377370996,0.6948546079754752
47,0.1311766906189462,
48,0.1363090480898976,0.6836217456749127
49,-0.5327729478767982,
50,-0.3559379718046628,0.818413604506071
51,-0.23779595717458207,
52,-0.20609601640941763,0.9839542303716378
53,-0.1371143520359959,
54,-0.39997211341850114,0.9404520183508169
55,-0.25001446632114255,
56,-0.15378571480417097,0.8596211353528633
57,-0.10003151274259318,
58,1.4521746308530916,0.2999510588724046
59,0.974565687269164,
60,0.6511337681755615,0.8369152860904727
61,0.3957547272919434,
62,0.2670255401125164,0.9447485426489497
63,0.08943283020105221,
64,0.2654692159352722,1.4817384532521318
65,0.1501937914577875,
66,0.10074177018983213,1.2952179486000701
67,0.8554636639800508,
68,0.7293176589637859,1.5349133532182029
69,0.48868280202392284,
70,0.5892483850924904,1.6286321741694485
71,0.3936580165036651,
72,0.3132915500617516,1.6542862219184686
73,0.20930940358156638,
74,0.06560922465178477,1.4782613533819997
75,0.051798994925804774,
76,0.1162549756432336,1.3105177683462654
77,0.073523604967583,
78,-0.08293717752490942,1.2414331790633293
79,-0.07014616342430344,
80,-1.3946096981877283,1.1274834711771513
81,-0.9541731220815179,
82,-0.7618091552430383,1.518677580325211
83,0.3182270478377641,
84,0.19458181964526833,1.585738453218306
85,-0.23731506843252426,
86,-0.09250752663663962,1.5299619739831818
87,-0.06234174608137099,
88,-0.04163876535105815,1.3749954298275442
89,-0.027147333556362025,
90,-0.01721996714295347,1.2955099237524035
91,-0.016754638939381797,
92,0.07582224682115819,1.0719665106872123
93,0.06498240910278962,
94,0.03122545756764339,0.9790430750564111
95,0.02035748310753283,
96,-0.07062107353653913,0.5648135352149686
97,-0.04496602886384239,
98,0.010193510737989853,0.2964897687388721
99,0.034368322439882616,
100,0.04619274499293336,0.16855256650794476
101,0.030658412002176574,
102,0.4140714520211338,0.18704926520177345
103,0.2757500057762347,
104,0.18423008527754556,0.33846353177578914
105,0.1192839105943942,
106,0.07974672146914309,0.6810523600675757
107,0.05188695659737306,
108,0.8739052759565429,0.6363597754408203
109,0.5915748098778257,
110,-0.08144953283615741,0.8994434989733465
111,-0.06258430670700642,
112,-0.3258651151478247,1.3152274554065904
113,-0.14958531408414938,
114,0.1597930012182442,1.2385501735085183
115,0.09758099823778743,
116,0.08828817154657367,1.1405681439567714
117,0.05805676657107269,
118,0.045582106990111455,1.031045815129988
119,0.5503814382704194,
120,0.3634401759293535,1.2436763343601331
121,0.055298740906462335,
122,0.07400192144630346,1.1180827634590582
123,0.06322391827823173,
124,0.07283077904842701,1.0979563868405768
125,0.15680622520722995,
126,0.07315877071889076,1.1085365342824198
127,-0.711029686305773,
128,-0.36225505464756474,1.390974749100706
129,-0.24884526921023006,
130,-0.3422691865179376,1.801774506461085
131,-0.3881287351423556,
132,-0.11563963369257818,1.8042439099078225
133,-0.07666699375101814,
134,-0.04844176628330443,1.674070817260963
135,0.02913266126095184,
136,-0.011551852405666554,1.4274940992585694
137,-0.15014406742067846,
138,-0.16236500526436526,1.3362433678317651
139,-0.24324284707378213,
140,-0.16497612883597038,1.4897924913375336
141,-0.18094884424932617,
142,-0.1208853606958509,0.9791716477752668
143,-0.09188097489629363,
144,-0.0614364362028913,0.9072009035201716
145,-0.013609479383403698,
146,0.26605906516742833,0.9061643806495889
147,0.5544365609007661,
148,0.3705684089226466,1.1195464943124398
149,0.2485329397886925,
150,0.15290465472348555,1.1259492785302077
151,0.20396028227662488,
152,0.49568181014526025,1.1042811306384057
153,0.3102465019190095,
154,0.2518872044546032,1.1485800430346993
155,0.16470517700411647,
156,0.10953777444053478,0.639705105828539
157,0.07380755286409654,
158,0.042853848139600303,0.47188841002846327
159,0.1003472906828119,
160,-0.2676664962784019,0.6262182061853576
161,-0.2124545953592387,
162,-0.14211025144295092,2.836260451695981
163,-0.20900210082356963,
164,-0.13494293634452365,2.6021511938928437
165,-0.4378154779901092,
166,-0.29248579777729317,2.5904138793016296
167,-0.49417168122895927,
168,-0.33046035012337643,2.0896846040541575
169,-0.20766378091726204,
170,0.931244083705427,1.9728376903326472
171,0.7473052968792806,
172,0.9222558312001434,2.172931924988079
173,0.616186472778689,
174,1.3587463802402178,3.1188507585268423
175,0.9063682217191891,
176,0.6039365595527943,3.2618043385624556
177,0.19274674303993514,
178,0.12987108317892465,2.8881006820445956
179,0.20372372155188156,
180,0.1106400149351205,2.7220374195804755
181,0.06882803557433663,
182,0.03602333470747712,2.4190369239378793
183,0.020425667456802417,
184,-0.006931664388025,2.976985043066318
185,-0.25069023426637604,
186,0.09587565616088592,2.9674225887155075
187,-0.702526066535663,
188,-0.5490355677650064,2.9338054638358404
189,-0.3627466636112272,
190,-0.1388406726731765,2.74423683340348
191,-0.09366655513030221,
192,-0.06485065529124981,2.525801850568148
193,-0.04331432632245938,
194,-0.030722453797065376,2.4309049813551185
195,0.046867675033898513,
196,0.02005271726734449,1.0406299327672082
197,-0.0822918823758219,
198,-0.06553861144465699,0.7558531905995051
199,-0.04369684182748725,
200,0.15653624390234136,0.6828854344814441
201,0.5140871147497879,
202,0.33708741589069624,1.833766983105385
203,-0.08868995587663334,
204,-0.3242756470753208,1.7243311599100781
205,0.7433596602174506,
206,0.49009658229903913,2.030346452313506
207,0.3370326636866037,
208,0.9299603504256793,2.1272051956183735
209,0.589843095927785,
210,0.3933349419924927,2.2081269376782027
211,0.2432140199313072,
212,0.030867211481495016,2.0413123510479627
213,0.07177532574987429,
214,0.16898600752068907,1.8275496788346333
215,-0.5449512192614598,
216,-0.26946657793483975,1.8444134287969989
217,-0.18134331282728325,
218,-0.12053550772206995,1.7190077501946162
219,-0.07975454351791347,
220,-0.27631546903286597,1.2344470212450653
221,-0.18760942974443823,
222,-0.22263969767820183,1.8374340365773087
223,0.5538057923755166,
224,1.4143786292150924,1.933809313063019
225,0.9449994880580714,
226,0.46748251076065156,2.2492223109166605
227,0.46682592950994806,
228,0.3111984322548205,2.539613578159883
229,0.7396733309751107,
230,1.2572197937079514,2.6440732053186573
231,1.3081252756718937,
232,0.8677776086150615,3.100627227959798
