,V1,V2,V3
0,0.14081145138150733,0.4946024117800624,0.5634522031494392
1,0.3304599002947281,0.4534664491305059,0.5564263029897021
2,0.15614564600259948,0.5129212765796219,0.4646921608884543
3,0.2708790314511792,0.46602588451676186,0.5565560062262644
4,0.24021254153000868,0.4937069293442486,0.48096843142985846
5,0.22814612463299372,0.4870917031054588,0.5900156669910775
6,0.24031466773681937,0.48101898669716975,0.533132955286173
7,0.2409333366881003,0.4861184429103306,0.5549076452763128
8,0.2507089327811795,0.4903157716205771,0.5536528297243185
9,0.37646632514859235,0.5069230810815863,0.5987510178341257
10,0.20337421794138688,0.5550665133507924,0.537657394473421
11,0.24631886507349499,0.5036333481438487,0.49563729640436865
12,0.2487802835773372,0.501695624372299,0.6263860506619061
13,0.24394952883486706,0.501751290559268,0.5210770825334189
14,0.24787385445394303,0.5046026071500744,0.6273478352821108
15,0.264182652370386,0.5251832589475232,0.5236958368301333
16,0.23653445726399883,0.6181535695168624,0.5729989700575612
17,0.2503639951555177,0.4965837816924773,0.5783122263982987
18,0.238362967592956,0.4981415174088457,0.5406828426177727
19,0.2497083591691419,0.49450214028019807,0.5688383191071035
20,0.24612357188769382,0.5041396184120439,0.5468419748054619
21,0.23663997526423708,0.5054663022398097,0.573836887693863
22,0.24990591660023254,0.49763055553371954,0.555649325268967
23,0.24573056062400078,0.5056691749990961,0.5929232503129332
24,0.24445869359711916,0.4998571329188693,0.5412098401357182
25,0.22950273689534545,0.4977747604882981,0.5709864008365423
26,0.2215339898273912,0.49012627014424354,0.558049180826413
27,0.25536200213426585,0.4644900440954993,0.544824584668324
28,0.24382987180789248,0.5344788578334683,0.5365128450972748
29,0.3686302330050233,0.5099018492540918,0.5834534273490493
30,0.049176409294724104,0.5346972617976378,0.5435499915259335
31,0.3132962943880412,0.4654772672068574,0.4841518047595442
32,0.2251389392311349,0.4162593687851105,0.44262004437990454
33,0.2815005040307649,0.44202361039847154,0.5544102169335177
34,0.23663731697549378,0.4855307305217415,0.5370529186127024
35,0.2437919779498907,0.5136118759542325,0.5373403084000519
36,0.2479268377206695,0.8771020907251147,0.5715086515474467
37,0.24827170444171018,0.7058635983771865,0.6074542418623881
38,0.2460876893823492,0.5828953617780983,0.5823831800057083
39,0.25213598323859804,0.5448042358471173,0.5736364761082093
40,0.17429010963416197,0.530565439153751,0.5817962364519869
41,0.3276407558624299,0.47120336559180587,0.5559355144215595
42,0.25412098655175647,0.5221029161996902,0.49689960887509155
43,0.24404727343620092,0.5665602136768338,0.544941766791493
44,0.2503236824461281,0.5361023328584952,0.6101014191248717
45,0.24573462418833714,0.5144560310069157,0.562037462852144
46,0.24108108523151517,0.5046468434127687,0.5627412208736033
47,0.24884451480761086,0.438942886920874,0.5878761068867061
48,0.2571076419077799,0.4663848821725363,0.5333223322056726
49,0.24285392938644831,0.48394962038776773,0.5680586970078234
50,0.2476657810765788,0.5236342212781667,0.541837754176367
51,0.24662148757684305,0.4621202946320104,0.5886626581446455
52,0.24786179277731107,0.4253397526853448,0.5270162656535863
53,0.2692604469982017,0.45976259282344356,0.5522975419896927
54,0.23659637392977226,0.4917991906238209,0.5488199832327153
55,0.2517709685998726,0.4877569301599385,0.5510207821139913
