,V1,V2,V3
0,0.558878296890622,0.5034466548996687,0.44359507734227394
1,0.5587377391911652,0.4421694117462589,0.5326837180039415
2,0.5481331883925333,0.4420330837822919,0.4455701108441234
3,0.5558897226782263,0.43952953841313297,0.43622550466136345
4,0.5570201355739133,0.44799939693821994,0.4009659957977559
5,0.4548321332772741,0.4292238780131933,0.48806991622077356
6,0.5622577349404074,0.45920725443356736,0.41770307982319543
7,0.5620503123880048,0.4332668040883924,0.3567417411032681
8,0.5532834188222153,0.4516360771112241,0.49988255806676524
9,0.55654466271999,0.41769965508347445,0.4392249021949011
10,0.5595596852312535,0.4619565660834812,0.4781466097600783
11,0.5572167854696555,0.43347413955570047,0.5544067278747692
12,0.556942552361756,0.47778826007697395,0.4379577408373535
13,0.4990320873313435,0.338279717676236,0.47766405049712446
14,0.5519650987075541,0.5457095709346329,0.405876050493112
15,0.556484188358272,0.3796313197794836,0.45352869127813344
16,0.5574984315325411,0.4756252196271377,0.46352946347343343
17,0.48986633303080784,0.3873270899437162,0.44815499737088654
18,0.6326054372899523,0.4887459899002044,0.3794900251353843
19,0.5682700860822778,0.4165526620664955,0.5070663603527463
20,0.5577252109583557,0.4635080387309334,0.3483422132666065
21,0.7155455106661138,0.4371030090162635,0.4730953815722356
22,0.5802861002919031,0.4691439122212725,0.46572201575533084
23,0.5027411491616363,0.4267599365917724,0.3751580674381156
24,0.5480138477008629,0.45991954175824795,0.4843890809224922
25,0.32887523501215465,0.440397998467516,0.4302136326720243
26,0.5458280696564467,0.5460291222423798,0.4633496445310931
27,0.5541853047222561,0.4250308470970012,0.33953257829899075
28,0.5490154120093454,0.45754673753944547,0.5026919425572486
29,0.5793866659164116,0.43435013188744676,0.40941578359103237
30,0.4751789387909453,0.594903725685154,0.5331354387529652
31,0.5481654973301919,0.3461245412683692,0.4326870260661486
32,0.38922202193231836,0.5140043629052617,0.4407956871408185
33,0.5272305352078378,0.4035322176962205,0.425852209301133
34,0.5197615568317481,0.4784258360907362,0.3569901696462817
35,0.6109510461407138,0.4158963246324019,0.48287860962702056
36,0.6694116972025208,0.46533543882689765,0.43545201772533004
37,0.5728873030747484,0.4141926227410044,0.4590039652724998
38,0.5707549530007228,0.4637607944723292,0.3422273365645634
39,0.5590760911584801,0.43020976372006753,0.49926835354891974
40,0.5609571470796574,0.4175540036115197,0.4337839663751773
41,0.5496755820407747,0.45500217205171045,0.47917108894185517
42,0.461665989604394,0.4362739717242297,0.46191077875242625
43,0.43223500865332287,0.43575042733079045,0.4624568221035101
44,0.5400644124584569,0.442059202984649,0.5544980934511262
45,0.7698071732363845,0.43946120732258936,0.3658388137046152
46,0.5885662399526133,0.4531601095595616,0.5068592881637913
47,0.5590472346978526,0.4408830799858368,0.2953247701622416
48,0.6898990065188323,0.4356914624169316,0.5051530574144834
49,0.5768033789547948,0.4696412886229488,0.4545418242989711
50,0.5600877972768789,0.4347316643865564,0.3937485207410983
51,0.5579372015114527,0.43210756583384907,0.4794811363867741
52,0.5572745834629461,0.4523930449683565,0.45359424776654894
53,0.5566604538676673,0.43689397026815446,0.05853541590040536
54,0.5011572985021507,0.4332245589399322,0.5975903031676137
55,0.5514347598909989,0.45394955586267305,0.4137253828519635
56,0.5563547559749241,0.4368507435074466,0.45188644595243893
57,0.5892606432011104,0.4529093297544408,0.477190261495967
58,0.5609330997289109,0.4502134565509051,0.6058342480369718
59,0.4265066498580181,0.4252950535887957,0.40575552972479956
60,0.5381455271129868,0.4709475975146405,0.4987525907840261
61,0.647430291067687,0.4268996275452974,0.3835109155077113
62,0.569293128285381,0.4807069360544349,0.4884961407658318
63,0.5456249810480273,0.2612641722574365,0.4102170731558725
64,0.5233104973755207,0.5956590563473405,0.478980748631994
65,0.5303409824345855,0.33788850354457367,0.45670422262570604
66,0.5527842610773359,0.5583820522082221,0.45173262968229494
67,0.5254432927924838,0.36244239313455723,0.533188731180192
68,0.6162177180999152,0.49626938018338584,0.4499162702947241
69,0.5653844368876995,0.41013965036715694,0.5093552807711046
70,0.5584281620064443,0.48523702174927197,0.38880954453467814
71,0.6137494945245009,0.4148856634995078,0.4887630933020179
72,0.6298138914185946,0.3257620077596931,0.46099047772373775
73,0.5676112330064538,0.5355184716614357,0.4383495310485576
74,0.5594214758949392,0.33440287139148744,0.39832241912968536
75,0.5650576846048643,0.5112430471613293,0.39752396529802797
76,0.5582203616197732,0.3796233398286123,0.35720876000273344
77,0.4508774749513225,0.42225976669214055,0.4980612329436102
78,0.5470322996148709,0.4477722715519955,0.6293532643567098
79,0.5692811363190518,0.4309971048736835,0.3526788777587295
80,0.5603306790373866,0.45081890687327053,0.47445829346335167
81,0.5427446772375992,0.43918912342838556,0.45894584959545104
82,0.5549617181880174,0.4471714196823054,0.4683718704899108
83,0.5529789317594203,0.40645287840853195,0.4590769298754152
84,0.5560859122450335,0.4704538043015967,0.467933556963957
85,0.5983703547638926,0.4353384514129686,0.4353465088193889
86,0.631004792568999,0.460875772582982,0.4755045094897135
87,0.5736500102366928,0.4368467494471613,0.4457709993311229
88,0.5627387562753741,0.45187004809325,0.43170427906851183
89,0.5638867587392845,0.44619767691602724,0.49424762395543975
90,0.5581855638831296,0.4699591187222306,0.43919568521517355
