time_index,V1,V2,V3,V4
0,-0.9952517389374704,,-0.20084332544902295,
1,-0.39535135607201854,0.9724478661478815,,-0.2731405080346964
2,-0.41216206094574587,,-0.7320770201006811,
3,-0.3804576657585322,-0.6428130098535114,,0.4721478967397167
4,-0.3557403402217464,,-0.45467169815742353,
5,-0.018615325240217473,0.9590592344805706,,0.24624780555026127
6,-0.891690808583823,,-1.2806402739829617,
7,-0.8334771583765662,-0.0463679421278272,,0.6822439365990737
8,-0.7815958666114954,,-0.9123442858467335,
9,-0.5818934324370482,0.33044450285445587,,1.6055798209749945
10,-0.6747781280924632,,-0.7990571939842499,
11,-0.6287018793260578,0.14422360534281997,,0.12362666322437807
12,-0.6529451092413905,,-0.6484546025556778,
13,-0.607856106786606,0.42134358404228534,,0.3838210383561807
14,-0.5460910273705071,,-0.5943879197445613,
15,-0.6417119928713252,0.12842378856853257,,0.6844093590546767
16,-0.4474023625165829,,-0.5710622871547637,
17,-0.34322500176108073,0.5810278324823219,,0.22210646135961357
18,-0.3068396074479944,,-0.47173629439602294,
19,-0.21254619722532742,0.6565435824237628,,0.3206445669875265
20,-0.22983447680556138,,-0.32031032882521066,
21,-0.2141515367785267,-0.3201990474116792,,0.35145426642306615
22,-0.28130781086038414,,-0.28116949578139744,
23,-0.2638078661152427,0.49513674248347944,,-0.07618316886528836
24,-0.23067602725500264,,-0.2600199873685769,
25,-0.24783807145621153,-0.2056721665055974,,0.22776010478728972
26,-0.2369719456900793,,0.006000642116984534,
27,-0.2530593515805817,0.372533598918516,,0.4481286125690165
28,-0.29596647399954035,,-0.16211782249281834,
29,-0.3057764030103943,-0.037036371255676964,,0.07203325405557096
30,-0.28466479660172367,,-0.166022902407215,
31,-0.40449366102496676,0.28236805175620683,,0.15857134459468733
32,-0.37527795587360674,,-0.15271241730510854,
33,0.10789855294848205,0.1325090204215249,,0.13171038849271194
34,0.14130802483139537,,-0.2939893572296938,
35,0.1308456818858263,-0.23002314117299769,,0.09473654701204068
36,0.05187669481303522,,0.011250363141113828,
37,0.006585180298114862,-0.23758996709465172,,0.07228203455257909
38,0.4909176497567318,,-0.03189991939432801,
39,0.45703619467765044,-0.07781752719483881,,0.06762570484997163
40,0.3996339557882562,,-0.34589254443286166,
41,0.3727377743565705,-0.3620429708156997,,0.33248454268016137
42,1.273440317863061,,-0.575823925368008,
43,1.1856912934911152,-0.5822631524684201,,0.33063339513484796
44,1.127338978490136,,-1.012069673537044,
45,1.052208385247719,-0.3815849406067598,,1.2062813045126253
46,0.9751897397696381,,-1.0101047812206851,
47,0.758721064249431,-0.012592935613631895,,0.8578909395084919
48,0.7020730737356997,,-0.8708057203348494,
49,0.6526880897611941,-0.13096406886187983,,0.3518360587809587
50,0.6278116295758088,,-0.6467459579922015,
51,0.643520917165435,-0.42696663281314995,,0.3522577107230823
52,0.6798121104876408,,-0.5070717190193306,
53,0.6352048979685626,-0.23378156119219962,,0.27343692173173245
54,0.6606968474024328,,-0.7739359763855165,
55,0.572146148942435,-0.37160793374330536,,0.5848824480506966
56,0.7293033301968237,,-0.6321403098774377,
57,0.6924448570034998,-0.30979173889697403,,0.29299958899229056
58,0.6419873512047273,,-0.4403305905480823,
59,0.6093209154967326,-0.6226392159262784,,0.24900452945890406
60,0.5672082338500851,,-0.47788551621340286,
61,0.6729610799219453,-0.06236342861512005,,0.25579788541960063
62,0.9775514785459161,,-0.49922798321498574,
63,1.9540506218059512,-0.6877326994703459,,0.24375872434714485
64,1.5467915370192273,,-0.6716041248955766,
65,1.1388311230167762,0.9647465528639538,,0.1390651380550365
66,1.0473645328143315,,-1.2201963126049609,
67,0.9754609221019092,-1.598072837979628,,1.52330076787702
68,0.9753729215367699,,-0.8882993721274901,
69,0.9111744903339538,0.6380874068774193,,0.21851305391903508
70,0.021325714095151937,,-0.690076114834451,
71,0.016982320286042747,-0.45210558135322587,,0.3624088005729709
72,0.0725709449573102,,-0.5731814367144825,
73,0.06877861206947454,0.2870304555142593,,0.26788513881109755
74,0.10827693062263241,,-0.3731922993422505,
75,0.09970217123490413,-0.32088280393072144,,0.15134142901349107
76,0.09200927374321637,,-0.14339929201217572,
77,0.08630598034009357,0.16048420102382327,,0.15961748107382073
78,0.08724183621828469,,-0.35013454367031316,
79,0.08199814223588411,-0.20350648488155595,,0.24365546618698472
80,0.07650527317485649,,-0.13895301947543695,
81,0.04105751895789313,-0.45868366007639216,,0.5293769880405061
82,0.043605111062885574,,-0.19888385806248704,
83,0.040775258546472584,0.3189505876435041,,-0.07179292205351298
84,0.18205209133947758,,-0.07388105118520376,
85,0.34181556114771194,-0.4107924691679804,,0.24578451341806518
86,0.31885025935804223,,0.8003561954501396,
87,0.2915503197664998,0.03267563167003525,,0.44368192188345484
88,0.24536202410842356,,-0.03668376414486026,
89,0.236016686192984,-0.24411326544970716,,0.03288180656390537
90,0.21976757802066257,,-0.3127302306531791,
91,0.20052853494182238,-0.00237602868015966,,0.2461276925721016
92,0.18669167110400778,,0.19914228425068567,
93,0.14996896618173272,0.6184752351668229,,0.14179662138080085
94,0.17362613658307866,,-0.08027586068076673,
95,0.15269924546548513,-0.8779948770643748,,0.08863940404665913
96,0.32576141325364694,,-0.6237593290311447,
97,0.30983883886345454,0.39402090229100245,,0.7924323683604938
98,0.3093604217749444,,-0.4822451820587207,
99,0.15673962947671144,-0.5843180369172255,,0.5239331873859652
100,0.1464037745624198,,-0.31875215654909206,
101,0.17690945852006248,0.46809244176239284,,0.12061594893051439
102,0.07795170115715963,,-0.12251631268911542,
103,0.07068290748289806,-0.31867453801095036,,0.10869219661100268
104,0.06580619608606439,,-0.06344351876834987,
105,-0.197631846847823,0.18792555688295043,,-0.1786973969890426
106,-0.18085635889538088,,0.25897649075394935,
107,-0.10778536689870827,0.023758692636958303,,0.26115298089587236
108,-0.1638417677110695,,-0.060331114074618004,
109,-0.14822199663765212,0.13207537869983335,,0.1875376383627958
110,-0.3639749809012738,,-0.21507468305286426,
111,-0.3388507439867603,0.7993473721113458,,0.11474990603665822
112,-0.7372883420793721,,-0.3191934124472454,
113,-0.5453565400731892,0.13302761232991453,,0.15917856484743964
114,-0.5008665264478015,,-0.6538435768646698,
115,-0.4662865442865714,0.3834696563753914,,0.3484761693643086
116,-0.48067015149124315,,-0.4937225938019299,
117,-0.24082203977760225,0.11686516812805774,,0.3975769673635746
118,0.5369730221673247,,-0.3074169989344163,
119,-0.141494652414078,-0.5539971273862964,,0.17260654383403673
120,0.05717301639348016,,-0.47164674712836013,
121,0.4844304864047405,0.3795372624256451,,0.26430708478002946
122,0.4548456588775817,,-0.15088275414389254,
123,0.25095763433977103,-0.6922536933735957,,0.11748279230353405
124,0.2979814431809973,,-0.34898331770084984,
125,0.27681563218157795,0.27422370215658104,,1.5642853926604257
126,0.23567716893905122,,-0.2891810627547082,
127,0.033292154018446124,-0.432441754255299,,-0.12309516055328933
128,0.04767987954500169,,-0.20664145441417459,
129,0.09421920261093461,0.2942562398874207,,0.21740230527660565
130,0.06347171184108599,,-1.0885585050733346,
131,0.07319702019463387,-0.22194776237443004,,0.5868655505660453
132,-0.08171021812814161,,-0.2339215564793367,
133,-0.024510525673396184,0.2461670533017841,,-0.12201075543650529
134,-0.022808140107006037,,-0.1355637801736516,
135,-0.021882808307300352,-0.17298787650033828,,0.1903383465448256
136,-0.02047727677120313,,0.01511810220977982,
137,0.046534245174025365,0.17053772345695503,,0.09911609798371501
138,0.08557837004734714,,-0.008858370825586052,
139,0.0945124459612897,-0.21878911198186538,,0.07684575345349876
140,0.08824809938519763,,-0.2417369527760385,
141,0.08220228954464559,0.09072935562164378,,0.11898935364826725
142,0.10017327221792152,,-0.11648069375072,
