"X01" "X02" "X03" "X04" "X05" "X06" "X07" "X08" "X09" "X10" "X11" "X12" "X13" "X14" "X15"
0 0 0 0 0 0 -0.33013517570075 2.1245861666828 -0.291749358985428 -0.0943614895686118 1.76967722225411 3.90465022638471 -0.0281413506223287 1.41565467383391 -1.17326828418888
0 0 0 -0.33013517570075 2.1245861666828 -0.291749358985428 -0.0943614895686118 1.76967722225411 3.90465022638471 -0.0281413506223287 1.41565467383391 -1.17326828418888 -2.30655665370547 1.30140413471003 1.48483883581083
-0.33013517570075 2.1245861666828 -0.291749358985428 -0.0943614895686118 1.76967722225411 3.90465022638471 -0.0281413506223287 1.41565467383391 -1.17326828418888 -2.30655665370547 1.30140413471003 1.48483883581083 -0.425418972060352 1.04119994029035 0.185610348701084
-0.0943614895686118 1.76967722225411 3.90465022638471 -0.0281413506223287 1.41565467383391 -1.17326828418888 -2.30655665370547 1.30140413471003 1.48483883581083 -0.425418972060352 1.04119994029035 0.185610348701084 -3.62441351131612 -0.291815470007008 -0.922412554170242
-0.0281413506223287 1.41565467383391 -1.17326828418888 -2.30655665370547 1.30140413471003 1.48483883581083 -0.425418972060352 1.04119994029035 0.185610348701084 -3.62441351131612 -0.291815470007008 -0.922412554170242 -2.05629714794453 -5.01821642195567 0.0751026947376486
-2.30655665370547 1.30140413471003 1.48483883581083 -0.425418972060352 1.04119994029035 0.185610348701084 -3.62441351131612 -0.291815470007008 -0.922412554170242 -2.05629714794453 -5.01821642195567 0.0751026947376486 -0.119652370830864 -4.019077695604 -6.97340613957355
-0.425418972060352 1.04119994029035 0.185610348701084 -3.62441351131612 -0.291815470007008 -0.922412554170242 -2.05629714794453 -5.01821642195567 0.0751026947376486 -0.119652370830864 -4.019077695604 -6.97340613957355 -0.115010066995394 -3.23056296347682 1.05131836085868
-3.62441351131612 -0.291815470007008 -0.922412554170242 -2.05629714794453 -5.01821642195567 0.0751026947376486 -0.119652370830864 -4.019077695604 -6.97340613957355 -0.115010066995394 -3.23056296347682 1.05131836085868 -0.0395682132219796 -3.17698978235766 -3.28133953519974
-2.05629714794453 -5.01821642195567 0.0751026947376486 -0.119652370830864 -4.019077695604 -6.97340613957355 -0.115010066995394 -3.23056296347682 1.05131836085868 -0.0395682132219796 -3.17698978235766 -3.28133953519974 -2.1452699346454 -2.5052776168945 -0.784676909364929
-0.119652370830864 -4.019077695604 -6.97340613957355 -0.115010066995394 -3.23056296347682 1.05131836085868 -0.0395682132219796 -3.17698978235766 -3.28133953519974 -2.1452699346454 -2.5052776168945 -0.784676909364929 -2.17093560779344 -2.01991733262027 -6.99650637366181
-0.115010066995394 -3.23056296347682 1.05131836085868 -0.0395682132219796 -3.17698978235766 -3.28133953519974 -2.1452699346454 -2.5052776168945 -0.784676909364929 -2.17093560779344 -2.01991733262027 -6.99650637366181 -0.629675584452483 -1.33461504877064 1.57753693334996
-0.0395682132219796 -3.17698978235766 -3.28133953519974 -2.1452699346454 -2.5052776168945 -0.784676909364929 -2.17093560779344 -2.01991733262027 -6.99650637366181 -0.629675584452483 -1.33461504877064 1.57753693334996 -0.191561603712147 0.00883078959740669 -3.751008046396
-2.1452699346454 -2.5052776168945 -0.784676909364929 -2.17093560779344 -2.01991733262027 -6.99650637366181 -0.629675584452483 -1.33461504877064 1.57753693334996 -0.191561603712147 0.00883078959740669 -3.751008046396 -0.160905664160962 -0.115067201652124 1.75392687002026
-2.17093560779344 -2.01991733262027 -6.99650637366181 -0.629675584452483 -1.33461504877064 1.57753693334996 -0.191561603712147 0.00883078959740669 -3.751008046396 -0.160905664160962 -0.115067201652124 1.75392687002026 -1.23530832117212 -0.4271832655181 -0.877261874150942
-0.629675584452483 -1.33461504877064 1.57753693334996 -0.191561603712147 0.00883078959740669 -3.751008046396 -0.160905664160962 -0.115067201652124 1.75392687002026 -1.23530832117212 -0.4271832655181 -0.877261874150942 -1.03120130801582 -0.340273532877466 0.332803513354327
-0.191561603712147 0.00883078959740669 -3.751008046396 -0.160905664160962 -0.115067201652124 1.75392687002026 -1.23530832117212 -0.4271832655181 -0.877261874150942 -1.03120130801582 -0.340273532877466 0.332803513354327 3.91119520560541 1.17517917411865 -1.35540751671698
-0.160905664160962 -0.115067201652124 1.75392687002026 -1.23530832117212 -0.4271832655181 -0.877261874150942 -1.03120130801582 -0.340273532877466 0.332803513354327 3.91119520560541 1.17517917411865 -1.35540751671698 1.15595740837057 -1.67009558555974 1.31647391653252
-1.23530832117212 -0.4271832655181 -0.877261874150942 -1.03120130801582 -0.340273532877466 0.332803513354327 3.91119520560541 1.17517917411865 -1.35540751671698 1.15595740837057 -1.67009558555974 1.31647391653252 0.578634318138181 -1.62969002529529 1.24222627866256
-1.03120130801582 -0.340273532877466 0.332803513354327 3.91119520560541 1.17517917411865 -1.35540751671698 1.15595740837057 -1.67009558555974 1.31647391653252 0.578634318138181 -1.62969002529529 1.24222627866256 0.415464524377579 -1.48709269914956 -1.12411457244188
3.91119520560541 1.17517917411865 -1.35540751671698 1.15595740837057 -1.67009558555974 1.31647391653252 0.578634318138181 -1.62969002529529 1.24222627866256 0.415464524377579 -1.48709269914956 -1.12411457244188 0.346951790649869 -1.16334472045388 -3.98874769198083
