time_index,E,B,F,C,H,D,A
0,-0.30147245558803826,,0.09124632844102155,-0.04493064118565634,-0.2906022864567072,-0.22600690149444375,
1,,-0.8516316839667107,-0.0020188356059314505,0.09166031570075653,-1.6010915147041243,0.11052037457853105,-0.10223945327861887
2,-0.7880849673886035,,-0.0721716514244719,0.027737353219897468,-1.2511600026182972,-0.4869081526478808,
3,,-0.522901243610867,0.014161158339112277,0.34382566849043195,-1.0294514776311918,-0.2846393725022853,0.19191242575116418
4,-0.6308857093299034,,-0.27204263911449394,0.1039844931376778,-1.025084143087676,-0.015053161440776348,
5,,-1.1309392780636562,-0.09022279089196872,0.034537336699824964,0.7211950173217899,-0.28763168573493897,0.04271401994601488
6,-1.0017336661802747,,-0.01421412476476078,0.008353739529162001,0.5634059849075712,0.6092973637263697,
7,,-0.6879457292069913,0.02419232524749586,0.3243432064447678,0.2140039540138533,-0.3464264085798289,-0.06828679703825719
8,-1.0974026669404884,,-0.2491265681779141,-0.833091128336687,-0.06913762460602627,0.4082078480343524,
9,,-0.8673315951051949,0.5247307666504181,-0.26591427312434857,0.45111945597653,-0.35522053557346706,-0.28332365436123425
10,-1.3237703895384305,,-0.010617209086619865,-0.08288733391259899,0.5614064638041883,1.1644445918773787,
11,,-1.2115330492726921,0.09139289949004058,-0.38340494680372716,0.5627712206374293,0.2823657767239487,-0.6755748592419807
12,-1.5382044672468072,,0.2035317419658562,-0.1656065835481994,0.47843202287216074,-0.036629160266320696,
13,,-0.9622002295569023,0.48204509300723225,-1.074685716838187,0.616504271262454,0.20214100171256863,-0.19707113730911693
14,-1.5674002544745311,,0.360923714518193,-0.3228241178942434,1.1617247222884362,0.01668917839559161,
15,,-0.8070221153135334,0.09446655121676342,-0.3746655061240162,1.1672844462934602,0.3113595207586064,-0.061191078015780644
16,-1.4757344567994795,,0.7225205741734129,-0.10772653593644968,1.2162931533878865,0.007981978132353532,
17,,-0.6424015078197292,-0.2211895648273931,-0.034223058346707746,1.0639968578023027,0.7193853152261822,-0.1541276198695152
18,-1.316994689095145,,-0.20384181191971149,-0.06804355464330986,1.408453384576827,-0.3395005758265397,
19,,-0.5917935592629066,0.08566296155224948,-0.39560372607327826,1.1947371271136147,0.6809146438089848,-0.18448747399711563
20,-1.1762226050341529,,0.22970797710044064,-0.1509290806422205,1.2550511147244723,0.002512422820336868,
21,,-0.04795611274802858,0.09845145050232909,-0.04243728193278006,0.9166517034947214,0.3960324791984412,0.024247993831025903
22,-0.6888442272124197,,-0.00461183338929896,-0.012972373556990687,0.8652354625284523,-0.2981363370898808,
23,,-1.0038667137044428,0.011967169854833088,0.025668190397646003,0.7270361754558274,0.7491884714249756,-0.18568286131041245
24,-1.11993098379094,,-0.025506256022956447,-0.04126500340057474,0.5748402774799337,-0.4943465451259851,
25,,-0.855152720620556,0.04406012317749437,0.40179822419811534,0.4994468716557859,0.4434915257172277,-0.36734668137467097
26,-1.2681950153491026,,-0.08620170734436658,0.11960657398707875,0.07784904177706595,-0.25562663857355283,
27,,-0.8951912387950778,-0.06501149157853148,-0.024371641865084635,-0.033611123373979035,0.27203998083759773,-0.29153340706737607
28,-1.7402769673184815,,-0.0013717388532267089,0.21755445590550904,-0.010624720619053325,-0.31640075879396906,
29,,-0.8660104944915576,-0.1727937000291948,0.3156884395229278,-0.15342192461270926,0.6993582657014448,-0.31055755320663264
30,-1.570952560236737,,-0.1784178176236717,0.0949588425319377,0.17714529500164866,-0.7310124669506416,
31,,-0.8651490266135539,0.0013983107999613236,0.017226364428935173,0.07451505678053633,0.7699899155975789,-0.5798276040434693
32,-1.503262262766995,,-0.019852845047282363,0.08056132186405592,-0.04050852852980241,-0.7198346634939428,
33,,-0.8705874503241,-0.059201879302203546,-0.047233051319518694,-0.1570978923336694,0.6757779471343297,-0.7508350158471601
34,-1.74180048252672,,0.02682649643723261,0.06757164814719184,-0.06520102400870102,-0.7088477698531505,
35,,-0.8481014071574718,-0.10627300077723711,-0.24658976495612733,0.14834004334085685,0.659107202277349,-0.1908137222378199
36,-2.18339189721177,,0.2262099701937928,-0.07428927455932943,0.8634266988100476,2.8111965949622624,
37,,-0.8480467972113473,-0.0328137599432646,-0.022363247011916353,1.3719134194114124,-2.565237839852492,-1.8572189631665021
38,-1.8109981590539237,,0.05741478095897548,0.16959059570046142,1.1327795908397857,2.8313873822452638,
39,,-1.2418413041809129,-0.15622538985829895,-0.5610129175375909,0.801352847509574,-2.4260181195869914,-2.3379489283674495
40,-1.8071121299244155,,0.15840756434569309,-0.16759406504338614,1.0216688421194362,2.5683812468288574,
41,,-0.6417868318504238,0.22513916730924627,-0.05062697504661814,0.9547495331491149,-2.2097875467915284,-2.2502167579070442
42,-1.491746156945938,,2.272597618309992,-0.01524031021763469,0.815618521923369,2.428826514924336,
43,,0.6643462680632616,-0.9342836069085542,-0.07369327014974623,0.6806354869691428,-2.008800869659666,-2.137330908577777
44,-0.23781817834507313,,0.3333678298443742,-0.2428460733687813,0.6390864081660708,2.3381497495906944,
45,,-1.0396771276131054,0.052961265025809834,-0.0830384120931381,0.6802547814106491,-2.015024280498957,-2.0506380567148748
46,-0.8915981929527256,,0.20256459572933577,-0.02640852515784968,0.6175734467120849,2.166021108569861,
47,,-0.8458813563156786,-0.07375531961155946,0.3130746592690917,0.5234253728475287,-1.1788304173623507,-1.9152244060221917
48,-1.0718014791178139,,-0.17510443424236244,0.0943835032618639,0.1338272376323575,1.8805055256801215,
49,,-0.4218928961664809,-0.0024235295978502487,0.02841239683184902,-0.24139994370812684,-1.223286527122323,-1.8487983448815384
50,-0.9449936104371578,,0.20299362132176885,0.04261050441987351,-0.21868705296394744,1.087493760391743,
51,,-0.4732646169948096,-0.10232824983811063,-0.4059448836714923,-0.20909545097786017,-1.1053673827752142,-1.1736403947426766
52,-0.8081034847508614,,0.3551360984209478,-0.08447682646239092,0.1843118046947101,1.0309758511023013,
53,,-0.8649529131839807,-0.47432039881185895,0.051270417633950904,0.30644430305875886,-0.9118479674719425,-0.904432848539881
54,-1.1312170158677612,,0.1498898845763404,0.09008378482705978,0.23355090245214727,1.0080977639836894,
55,,-0.8592964671178314,-0.12956538886216765,0.02342564791897694,0.2643002921158609,-0.8759930041053324,-0.8775077599966848
56,-1.0430108677336782,,1.193008270945857,-0.18142784346080187,0.20080583303665953,0.9378191788843013,
57,,-0.24339452674447656,-0.2962995442993555,-0.15016184457642207,0.07823189655506405,-0.6599922467580468,-0.8706855356894285
58,-0.7683847680677841,,0.25421018267678547,-0.04368819608399148,0.17416632668678048,0.9277824958293757,
59,,-0.9273464432362906,-0.21542575689049948,0.0023135589518455107,0.17493824911129974,-0.8098441035669064,-0.8060556549140646
60,-0.9970856784125326,,0.08680622287037142,0.20872036675860878,0.14119051551414438,0.8454998581478917,
61,,-1.182240206468125,-1.0492738785351572,0.41500710198190666,0.10447698748410805,-0.7609510309669117,-0.7384322234908591
62,-1.046274664810766,,-0.24548361499389826,0.19106435164979685,-0.22276830055251445,0.9678817441517187,
63,,-0.8579668392935295,-0.16450440825744492,0.057520288240548396,-0.32056644395655975,-1.0152930232918855,-0.6665522001023156
64,-1.4675544114869261,,-0.03878979006766063,0.019174693572956158,0.5157565274985647,0.9038576803414173,
65,,-0.8600532609687574,-0.01130831778512073,0.004469216609006797,0.4077104246649938,-0.738037150324332,0.29210160231963433
66,-1.4549902257276752,,-0.14217996252693002,0.11872559301201478,0.3289985436005534,0.8608715970889983,
67,,0.4689738352785622,-0.035246166028017153,0.05672735494828621,0.4659164365009092,-0.9245181331908892,-0.7799170847718209
68,-0.4188226952451253,,-0.21289118023610862,0.01808252573959971,0.3335361327965522,0.9076680804257035,
69,,-1.1077740142217203,0.10615084548585871,-0.19250612274317802,-0.07341473681541771,0.14979390308207918,-0.7829623473513946
70,-1.046575153506187,,0.05182593020290413,0.056711359501803615,0.09740143977124474,-0.17084595151171825,
71,,-0.6941752253198976,-0.06753132778826233,-0.33890363097502557,0.053692081109347714,0.33442016735935215,-0.3072181226604342
72,-1.8128419515781395,,0.28634689478480985,0.08487609603056763,0.24423182816421737,-2.222418740294817,
73,,-0.791383946582378,-0.2564042580823808,0.12100973959095339,0.13539535591667182,2.2347157996241136,-1.5105991392239948
74,-1.6457382612264089,,0.02419156546776586,-0.3633211613037055,0.017829070113599178,-2.114022533262314,
75,,-0.8810487325611821,0.21848190919161303,-0.10938248622867726,0.23235121806243456,2.033872418191857,-1.7449783833857366
76,-1.5614176462928269,,0.0013845287125931775,-0.22423383817434356,0.26463112750827217,-1.884923883695859,
77,,-0.8687701919138221,0.15588327183066686,-0.0678039093999056,0.3795674982164625,1.8516200500230915,-1.6600023929309689
78,-1.8329895544210872,,-0.010677198283001385,-0.003300011322761375,-0.13018740723405603,-1.4607746540413404,
79,,-0.876998000348127,-0.012210382070429598,-0.0012485101829625214,-0.09952266055546839,1.395294349608682,-1.363757609028219
80,-1.6076583687395358,,0.4430159298336231,-0.2540738404819188,-0.08035969183612712,-1.5349955705082836,
81,,-0.7731935245667946,0.08640339157788308,-0.07470979085561663,0.7195640327165483,1.467545192757561,-1.335488352122372
82,-0.5673179851129684,,2.0602005648008537,-0.02074276695564166,0.6066086831361079,-1.1812413979522771,
83,,0.03211277186932848,-1.098888627070579,-0.006246245712104189,0.50878241935546,1.7640941334246933,-1.1317242577560878
84,-0.2813257341004191,,1.0139365165581198,-0.1160424642631014,0.4035037439217703,-1.4148567432829822,
85,,-0.5300808334363726,-0.3219651630384908,-0.03921191458639458,0.19543383442118886,1.3688687688483665,-1.1994154763066418
86,-1.6023755162337219,,0.18919874811150386,-0.00986775569491005,0.06343286928180061,-1.3017504762349457,
87,,-0.901053183132535,-0.07070188838275478,-0.003343251696633476,0.06127522653900739,1.3801539739282775,-0.9718688002317578
88,-1.5881365250994577,,0.03207274658014387,0.9418932112395599,0.05253893546555021,-1.5439646647759204,
89,,-0.8698655298478137,-0.603960255730566,0.28521878106154036,-0.4436669300406481,1.5338173890505953,-1.246963616723398
90,-0.9848984982095343,,0.11300032941183602,0.08497591883863757,-0.5797054250063627,-1.6680823798478837,
91,,-0.863704016497726,-0.11463650490912186,0.03682016976087616,-0.7182167619890256,1.431231150490637,-1.3843406767505928
92,-1.1255225795262853,,0.07000867407422826,-0.12399766890721095,-0.6106917316812481,-1.6036933073804893,
93,,-0.8647170866752553,0.07294100499749819,-0.029878363363305502,-0.4074059395982858,1.3518613621570112,-1.3897785627168362
94,-1.216345992743258,,0.6913949368555364,0.41363949491068175,-0.33747960197069393,-1.4907268793540267,
95,,0.14163329560932958,-0.5950148629871301,0.05549139193071689,-0.5585109171958634,1.3238219205592041,-1.3382990846104361
96,-0.5164784805080642,,0.37945636260923243,0.019373322741729093,-0.5129573130031371,-1.2879820252848138,
97,,-1.1866949673358176,-0.17645200410061243,0.050973709069126454,-0.7456297766441957,1.0700963773702532,-1.1798537180374646
98,1.2058326721829227,,0.0006796242810302722,-0.4702111721827001,-0.6232996309039085,-1.2683263245567307,
99,,-0.8254999480470421,0.3531747642493973,0.298650147664487,-0.36612325194409856,1.4667257189302987,-1.1111308760278447
100,-0.021339629192712966,,-0.3785042485506531,-0.024212926509353555,-0.5047075810788919,-0.8502675344541135,
101,,-0.8093540407271006,0.1763694712055823,-0.011050210618997094,-0.4282451098656953,1.025670640321053,-0.962543444898645
102,-0.637289408828575,,-0.06739605163888727,0.0021899091362659277,-0.3037179477124217,-1.140054384712073,
103,,-0.732185854411561,0.017982387131572762,-0.000599245444581967,-0.16995891758270285,0.996154059392158,-0.9389548441796421
104,0.09373844689086874,,0.5847135972230344,0.05158552064567604,-0.28282992554933184,-1.0245016865924743,
105,,-0.6088541091947032,-0.33750742465462835,0.015872650249128085,-0.2692496864330507,0.8779798761012071,-0.9011123739780437
106,-0.782545100085634,,0.12912716400055627,0.023273236134077786,-0.2299756941773375,-0.9446518806436501,
107,,-0.9007803284152394,-0.9892184103635822,0.0070481191339810245,1.073149562706017,0.5515136239540528,-1.097084447502412
108,-0.5461897795515228,,0.4648352417913985,0.321073359984824,0.7226596763206635,-0.2005657068360656,
109,,-0.7523415409807145,-0.4274073734404608,-0.7220889107405417,1.280841523625951,0.4277442699234324,-0.3493311819411602
110,-0.8033235838390544,,0.7734723096205696,-0.21254488410584949,1.5600499738690459,0.07300953538248783,
111,,-0.6004553874858924,-0.18300843843075315,-0.06669934125351012,1.3750614444795632,0.4020125459614389,-0.13209764582223746
112,-0.9323684017984966,,-0.24799720721131072,-0.10828500806098112,1.4615242129836925,0.23152188564129145,
113,,-0.29775064672058926,0.18570162437830914,-0.08605882375175958,0.9714917663575824,0.08393578611610517,-0.1827067536703924
114,-0.9314913358811034,,1.3786345483528086,-0.04461937377132073,0.9994256024740806,0.21233953377023937,
115,,0.001979322914024667,-0.537179679517118,0.0059193949185168595,0.40873383928705853,0.055870520045615726,-0.04229967291833692
116,-0.49076730591502976,,0.22319497494369558,-0.07018180891630847,0.33095732949605106,-0.29117929491597044,
117,,-0.9178539784192197,-0.03900054423525913,-0.021561472627177804,0.44100738636673564,0.3675273157292726,-0.19806719417168397
118,-0.9425542661494742,,0.09844643849228109,-0.00440534293021099,0.22630457089208314,-0.2529904664232149,
119,,-0.8601456476316006,-0.13442330735972274,-0.1557230762668976,0.18779919365914274,0.4693194528259237,-0.0067384490725849455
